t, v, gamma, h
5936.02, 6.0652, -1.5708, 13334.5
5936.12, 6.06511, -1.5708, 13333.8
5936.22, 6.06501, -1.5708, 13333.2
5936.32, 6.06492, -1.5708, 13332.6
5936.42, 6.06482, -1.5708, 13332
5936.52, 6.06473, -1.5708, 13331.4
5936.62, 6.06463, -1.5708, 13330.8
5936.72, 6.06454, -1.5708, 13330.2
5936.82, 6.06444, -1.5708, 13329.6
5936.92, 6.06435, -1.5708, 13329
5937.02, 6.06426, -1.5708, 13328.4
5937.12, 6.06416, -1.5708, 13327.8
5937.22, 6.06407, -1.5708, 13327.2
5937.32, 6.06397, -1.5708, 13326.6
5937.42, 6.06388, -1.5708, 13326
5937.52, 6.06378, -1.5708, 13325.4
5937.62, 6.06369, -1.5708, 13324.7
5937.72, 6.06359, -1.5708, 13324.1
5937.82, 6.0635, -1.5708, 13323.5
5937.92, 6.0634, -1.5708, 13322.9
5938.02, 6.06331, -1.5708, 13322.3
5938.12, 6.06321, -1.5708, 13321.7
5938.22, 6.06312, -1.5708, 13321.1
5938.32, 6.06302, -1.5708, 13320.5
5938.42, 6.06293, -1.5708, 13319.9
5938.52, 6.06284, -1.5708, 13319.3
5938.62, 6.06274, -1.5708, 13318.7
5938.72, 6.06265, -1.5708, 13318.1
5938.82, 6.06255, -1.5708, 13317.5
5938.92, 6.06246, -1.5708, 13316.9
5939.02, 6.06236, -1.5708, 13316.3
5939.12, 6.06227, -1.5708, 13315.7
5939.22, 6.06217, -1.5708, 13315
5939.32, 6.06208, -1.5708, 13314.4
5939.42, 6.06198, -1.5708, 13313.8
5939.52, 6.06189, -1.5708, 13313.2
5939.62, 6.06179, -1.5708, 13312.6
5939.72, 6.0617, -1.5708, 13312
5939.82, 6.0616, -1.5708, 13311.4
5939.92, 6.06151, -1.5708, 13310.8
5940.02, 6.06142, -1.5708, 13310.2
5940.12, 6.06132, -1.5708, 13309.6
5940.22, 6.06123, -1.5708, 13309
5940.32, 6.06113, -1.5708, 13308.4
5940.42, 6.06104, -1.5708, 13307.8
5940.52, 6.06094, -1.5708, 13307.2
5940.62, 6.06085, -1.5708, 13306.6
5940.72, 6.06075, -1.5708, 13306
5940.82, 6.06066, -1.5708, 13305.3
5940.92, 6.06056, -1.5708, 13304.7
5941.02, 6.06047, -1.5708, 13304.1
5941.12, 6.06037, -1.5708, 13303.5
5941.22, 6.06028, -1.5708, 13302.9
5941.32, 6.06019, -1.5708, 13302.3
5941.42, 6.06009, -1.5708, 13301.7
5941.52, 6.06, -1.5708, 13301.1
5941.62, 6.0599, -1.5708, 13300.5
5941.72, 6.05981, -1.5708, 13299.9
5941.82, 6.05971, -1.5708, 13299.3
5941.92, 6.05962, -1.5708, 13298.7
5942.02, 6.05952, -1.5708, 13298.1
5942.12, 6.05943, -1.5708, 13297.5
5942.22, 6.05933, -1.5708, 13296.9
5942.32, 6.05924, -1.5708, 13296.3
5942.42, 6.05915, -1.5708, 13295.7
5942.52, 6.05905, -1.5708, 13295
5942.62, 6.05896, -1.5708, 13294.4
5942.72, 6.05886, -1.5708, 13293.8
5942.82, 6.05877, -1.5708, 13293.2
5942.92, 6.05867, -1.5708, 13292.6
5943.02, 6.05858, -1.5708, 13292
5943.12, 6.05848, -1.5708, 13291.4
5943.22, 6.05839, -1.5708, 13290.8
5943.32, 6.05829, -1.5708, 13290.2
5943.42, 6.0582, -1.5708, 13289.6
5943.52, 6.05811, -1.5708, 13289
5943.62, 6.05801, -1.5708, 13288.4
5943.72, 6.05792, -1.5708, 13287.8
5943.82, 6.05782, -1.5708, 13287.2
5943.92, 6.05773, -1.5708, 13286.6
5944.02, 6.05763, -1.5708, 13286
5944.12, 6.05754, -1.5708, 13285.4
5944.22, 6.05744, -1.5708, 13284.7
5944.32, 6.05735, -1.5708, 13284.1
5944.42, 6.05726, -1.5708, 13283.5
5944.52, 6.05716, -1.5708, 13282.9
5944.62, 6.05707, -1.5708, 13282.3
5944.72, 6.05697, -1.5708, 13281.7
5944.82, 6.05688, -1.5708, 13281.1
5944.92, 6.05678, -1.5708, 13280.5
5945.02, 6.05669, -1.5708, 13279.9
5945.12, 6.05659, -1.5708, 13279.3
5945.22, 6.0565, -1.5708, 13278.7
5945.32, 6.0564, -1.5708, 13278.1
5945.42, 6.05631, -1.5708, 13277.5
5945.52, 6.05622, -1.5708, 13276.9
5945.62, 6.05612, -1.5708, 13276.3
5945.72, 6.05603, -1.5708, 13275.7
5945.82, 6.05593, -1.5708, 13275.1
5945.92, 6.05584, -1.5708, 13274.5
5946.02, 6.05574, -1.5708, 13273.8
5946.12, 6.05565, -1.5708, 13273.2
5946.22, 6.05555, -1.5708, 13272.6
5946.32, 6.05546, -1.5708, 13272
5946.42, 6.05537, -1.5708, 13271.4
5946.52, 6.05527, -1.5708, 13270.8
5946.62, 6.05518, -1.5708, 13270.2
5946.72, 6.05508, -1.5708, 13269.6
5946.82, 6.05499, -1.5708, 13269
5946.92, 6.05489, -1.5708, 13268.4
5947.02, 6.0548, -1.5708, 13267.8
5947.12, 6.0547, -1.5708, 13267.2
5947.22, 6.05461, -1.5708, 13266.6
5947.32, 6.05452, -1.5708, 13266
5947.42, 6.05442, -1.5708, 13265.4
5947.52, 6.05433, -1.5708, 13264.8
5947.62, 6.05423, -1.5708, 13264.2
5947.72, 6.05414, -1.5708, 13263.6
5947.82, 6.05404, -1.5708, 13262.9
5947.92, 6.05395, -1.5708, 13262.3
5948.02, 6.05386, -1.5708, 13261.7
5948.12, 6.05376, -1.5708, 13261.1
5948.22, 6.05367, -1.5708, 13260.5
5948.32, 6.05357, -1.5708, 13259.9
5948.42, 6.05348, -1.5708, 13259.3
5948.52, 6.05338, -1.5708, 13258.7
5948.62, 6.05329, -1.5708, 13258.1
5948.72, 6.05319, -1.5708, 13257.5
5948.82, 6.0531, -1.5708, 13256.9
5948.92, 6.05301, -1.5708, 13256.3
5949.02, 6.05291, -1.5708, 13255.7
5949.12, 6.05282, -1.5708, 13255.1
5949.22, 6.05272, -1.5708, 13254.5
5949.32, 6.05263, -1.5708, 13253.9
5949.42, 6.05253, -1.5708, 13253.3
5949.52, 6.05244, -1.5708, 13252.7
5949.62, 6.05235, -1.5708, 13252.1
5949.72, 6.05225, -1.5708, 13251.4
5949.82, 6.05216, -1.5708, 13250.8
5949.92, 6.05206, -1.5708, 13250.2
5950.02, 6.05197, -1.5708, 13249.6
5950.12, 6.05187, -1.5708, 13249
5950.22, 6.05178, -1.5708, 13248.4
5950.32, 6.05169, -1.5708, 13247.8
5950.42, 6.05159, -1.5708, 13247.2
5950.52, 6.0515, -1.5708, 13246.6
5950.62, 6.0514, -1.5708, 13246
5950.72, 6.05131, -1.5708, 13245.4
5950.82, 6.05121, -1.5708, 13244.8
5950.92, 6.05112, -1.5708, 13244.2
5951.02, 6.05103, -1.5708, 13243.6
5951.12, 6.05093, -1.5708, 13243
5951.22, 6.05084, -1.5708, 13242.4
5951.32, 6.05074, -1.5708, 13241.8
5951.42, 6.05065, -1.5708, 13241.2
5951.52, 6.05055, -1.5708, 13240.6
5951.62, 6.05046, -1.5708, 13239.9
5951.72, 6.05037, -1.5708, 13239.3
5951.82, 6.05027, -1.5708, 13238.7
5951.92, 6.05018, -1.5708, 13238.1
5952.02, 6.05008, -1.5708, 13237.5
5952.12, 6.04999, -1.5708, 13236.9
5952.22, 6.04989, -1.5708, 13236.3
5952.32, 6.0498, -1.5708, 13235.7
5952.42, 6.04971, -1.5708, 13235.1
5952.52, 6.04961, -1.5708, 13234.5
5952.62, 6.04952, -1.5708, 13233.9
5952.72, 6.04942, -1.5708, 13233.3
5952.82, 6.04933, -1.5708, 13232.7
5952.92, 6.04923, -1.5708, 13232.1
5953.02, 6.04914, -1.5708, 13231.5
5953.12, 6.04905, -1.5708, 13230.9
5953.22, 6.04895, -1.5708, 13230.3
5953.32, 6.04886, -1.5708, 13229.7
5953.42, 6.04876, -1.5708, 13229.1
5953.52, 6.04867, -1.5708, 13228.5
5953.62, 6.04857, -1.5708, 13227.9
5953.72, 6.04848, -1.5708, 13227.2
5953.82, 6.04839, -1.5708, 13226.6
5953.92, 6.04829, -1.5708, 13226
5954.02, 6.0482, -1.5708, 13225.4
5954.12, 6.0481, -1.5708, 13224.8
5954.22, 6.04801, -1.5708, 13224.2
5954.32, 6.04792, -1.5708, 13223.6
5954.42, 6.04782, -1.5708, 13223
5954.52, 6.04773, -1.5708, 13222.4
5954.62, 6.04763, -1.5708, 13221.8
5954.72, 6.04754, -1.5708, 13221.2
5954.82, 6.04744, -1.5708, 13220.6
5954.92, 6.04735, -1.5708, 13220
5955.02, 6.04726, -1.5708, 13219.4
5955.12, 6.04716, -1.5708, 13218.8
5955.22, 6.04707, -1.5708, 13218.2
5955.32, 6.04697, -1.5708, 13217.6
5955.42, 6.04688, -1.5708, 13217
5955.52, 6.04678, -1.5708, 13216.4
5955.62, 6.04669, -1.5708, 13215.8
5955.72, 6.0466, -1.5708, 13215.2
5955.82, 6.0465, -1.5708, 13214.5
5955.92, 6.04641, -1.5708, 13213.9
5956.02, 6.04631, -1.5708, 13213.3
5956.12, 6.04622, -1.5708, 13212.7
5956.22, 6.04613, -1.5708, 13212.1
5956.32, 6.04603, -1.5708, 13211.5
5956.42, 6.04594, -1.5708, 13210.9
5956.52, 6.04584, -1.5708, 13210.3
5956.62, 6.04575, -1.5708, 13209.7
5956.72, 6.04566, -1.5708, 13209.1
5956.82, 6.04556, -1.5708, 13208.5
5956.92, 6.04547, -1.5708, 13207.9
5957.02, 6.04537, -1.5708, 13207.3
5957.12, 6.04528, -1.5708, 13206.7
5957.22, 6.04518, -1.5708, 13206.1
5957.32, 6.04509, -1.5708, 13205.5
5957.42, 6.045, -1.5708, 13204.9
5957.52, 6.0449, -1.5708, 13204.3
5957.62, 6.04481, -1.5708, 13203.7
5957.72, 6.04471, -1.5708, 13203.1
5957.82, 6.04462, -1.5708, 13202.5
5957.92, 6.04453, -1.5708, 13201.8
5958.02, 6.04443, -1.5708, 13201.2
5958.12, 6.04434, -1.5708, 13200.6
5958.22, 6.04424, -1.5708, 13200
5958.32, 6.04415, -1.5708, 13199.4
5958.42, 6.04406, -1.5708, 13198.8
5958.52, 6.04396, -1.5708, 13198.2
5958.62, 6.04387, -1.5708, 13197.6
5958.72, 6.04377, -1.5708, 13197
5958.82, 6.04368, -1.5708, 13196.4
5958.92, 6.04358, -1.5708, 13195.8
5959.02, 6.04349, -1.5708, 13195.2
5959.12, 6.0434, -1.5708, 13194.6
5959.22, 6.0433, -1.5708, 13194
5959.32, 6.04321, -1.5708, 13193.4
5959.42, 6.04311, -1.5708, 13192.8
5959.52, 6.04302, -1.5708, 13192.2
5959.62, 6.04293, -1.5708, 13191.6
5959.72, 6.04283, -1.5708, 13191
5959.82, 6.04274, -1.5708, 13190.4
5959.92, 6.04264, -1.5708, 13189.8
5960.02, 6.04255, -1.5708, 13189.2
5960.12, 6.04246, -1.5708, 13188.6
5960.22, 6.04236, -1.5708, 13187.9
5960.32, 6.04227, -1.5708, 13187.3
5960.42, 6.04217, -1.5708, 13186.7
5960.52, 6.04208, -1.5708, 13186.1
5960.62, 6.04199, -1.5708, 13185.5
5960.72, 6.04189, -1.5708, 13184.9
5960.82, 6.0418, -1.5708, 13184.3
5960.92, 6.0417, -1.5708, 13183.7
5961.02, 6.04161, -1.5708, 13183.1
5961.12, 6.04152, -1.5708, 13182.5
5961.22, 6.04142, -1.5708, 13181.9
5961.32, 6.04133, -1.5708, 13181.3
5961.42, 6.04123, -1.5708, 13180.7
5961.52, 6.04114, -1.5708, 13180.1
5961.62, 6.04105, -1.5708, 13179.5
5961.72, 6.04095, -1.5708, 13178.9
5961.82, 6.04086, -1.5708, 13178.3
5961.92, 6.04076, -1.5708, 13177.7
5962.02, 6.04067, -1.5708, 13177.1
5962.12, 6.04058, -1.5708, 13176.5
5962.22, 6.04048, -1.5708, 13175.9
5962.32, 6.04039, -1.5708, 13175.3
5962.42, 6.04029, -1.5708, 13174.7
5962.52, 6.0402, -1.5708, 13174.1
5962.62, 6.04011, -1.5708, 13173.5
5962.72, 6.04001, -1.5708, 13172.8
5962.82, 6.03992, -1.5708, 13172.2
5962.92, 6.03982, -1.5708, 13171.6
5963.02, 6.03973, -1.5708, 13171
5963.12, 6.03964, -1.5708, 13170.4
5963.22, 6.03954, -1.5708, 13169.8
5963.32, 6.03945, -1.5708, 13169.2
5963.42, 6.03936, -1.5708, 13168.6
5963.52, 6.03926, -1.5708, 13168
5963.62, 6.03917, -1.5708, 13167.4
5963.72, 6.03907, -1.5708, 13166.8
5963.82, 6.03898, -1.5708, 13166.2
5963.92, 6.03889, -1.5708, 13165.6
5964.02, 6.03879, -1.5708, 13165
5964.12, 6.0387, -1.5708, 13164.4
5964.22, 6.0386, -1.5708, 13163.8
5964.32, 6.03851, -1.5708, 13163.2
5964.42, 6.03842, -1.5708, 13162.6
5964.52, 6.03832, -1.5708, 13162
5964.62, 6.03823, -1.5708, 13161.4
5964.72, 6.03813, -1.5708, 13160.8
5964.82, 6.03804, -1.5708, 13160.2
5964.92, 6.03795, -1.5708, 13159.6
5965.02, 6.03785, -1.5708, 13159
5965.12, 6.03776, -1.5708, 13158.4
5965.22, 6.03766, -1.5708, 13157.7
5965.32, 6.03757, -1.5708, 13157.1
5965.42, 6.03748, -1.5708, 13156.5
5965.52, 6.03738, -1.5708, 13155.9
5965.62, 6.03729, -1.5708, 13155.3
5965.72, 6.0372, -1.5708, 13154.7
5965.82, 6.0371, -1.5708, 13154.1
5965.92, 6.03701, -1.5708, 13153.5
5966.02, 6.03691, -1.5708, 13152.9
5966.12, 6.03682, -1.5708, 13152.3
5966.22, 6.03673, -1.5708, 13151.7
5966.32, 6.03663, -1.5708, 13151.1
5966.42, 6.03654, -1.5708, 13150.5
5966.52, 6.03644, -1.5708, 13149.9
5966.62, 6.03635, -1.5708, 13149.3
5966.72, 6.03626, -1.5708, 13148.7
5966.82, 6.03616, -1.5708, 13148.1
5966.92, 6.03607, -1.5708, 13147.5
5967.02, 6.03598, -1.5708, 13146.9
5967.12, 6.03588, -1.5708, 13146.3
5967.22, 6.03579, -1.5708, 13145.7
5967.32, 6.03569, -1.5708, 13145.1
5967.42, 6.0356, -1.5708, 13144.5
5967.52, 6.03551, -1.5708, 13143.9
5967.62, 6.03541, -1.5708, 13143.3
5967.72, 6.03532, -1.5708, 13142.7
5967.82, 6.03522, -1.5708, 13142.1
5967.92, 6.03513, -1.5708, 13141.5
5968.02, 6.03504, -1.5708, 13140.8
5968.12, 6.03494, -1.5708, 13140.2
5968.22, 6.03485, -1.5708, 13139.6
5968.32, 6.03476, -1.5708, 13139
5968.42, 6.03466, -1.5708, 13138.4
5968.52, 6.03457, -1.5708, 13137.8
5968.62, 6.03447, -1.5708, 13137.2
5968.72, 6.03438, -1.5708, 13136.6
5968.82, 6.03429, -1.5708, 13136
5968.92, 6.03419, -1.5708, 13135.4
5969.02, 6.0341, -1.5708, 13134.8
5969.12, 6.03401, -1.5708, 13134.2
5969.22, 6.03391, -1.5708, 13133.6
5969.32, 6.03382, -1.5708, 13133
5969.42, 6.03372, -1.5708, 13132.4
5969.52, 6.03363, -1.5708, 13131.8
5969.62, 6.03354, -1.5708, 13131.2
5969.72, 6.03344, -1.5708, 13130.6
5969.82, 6.03335, -1.5708, 13130
5969.92, 6.03326, -1.5708, 13129.4
5970.02, 6.03316, -1.5708, 13128.8
5970.12, 6.03307, -1.5708, 13128.2
5970.22, 6.03297, -1.5708, 13127.6
5970.32, 6.03288, -1.5708, 13127
5970.42, 6.03279, -1.5708, 13126.4
5970.52, 6.03269, -1.5708, 13125.8
5970.62, 6.0326, -1.5708, 13125.2
5970.72, 6.03251, -1.5708, 13124.6
5970.82, 6.03241, -1.5708, 13124
5970.92, 6.03232, -1.5708, 13123.4
5971.02, 6.03222, -1.5708, 13122.7
5971.12, 6.03213, -1.5708, 13122.1
5971.22, 6.03204, -1.5708, 13121.5
5971.32, 6.03194, -1.5708, 13120.9
5971.42, 6.03185, -1.5708, 13120.3
5971.52, 6.03176, -1.5708, 13119.7
5971.62, 6.03166, -1.5708, 13119.1
5971.72, 6.03157, -1.5708, 13118.5
5971.82, 6.03148, -1.5708, 13117.9
5971.92, 6.03138, -1.5708, 13117.3
5972.02, 6.03129, -1.5708, 13116.7
5972.12, 6.03119, -1.5708, 13116.1
5972.22, 6.0311, -1.5708, 13115.5
5972.32, 6.03101, -1.5708, 13114.9
5972.42, 6.03091, -1.5708, 13114.3
5972.52, 6.03082, -1.5708, 13113.7
5972.62, 6.03073, -1.5708, 13113.1
5972.72, 6.03063, -1.5708, 13112.5
5972.82, 6.03054, -1.5708, 13111.9
5972.92, 6.03044, -1.5708, 13111.3
5973.02, 6.03035, -1.5708, 13110.7
5973.12, 6.03026, -1.5708, 13110.1
5973.22, 6.03016, -1.5708, 13109.5
5973.32, 6.03007, -1.5708, 13108.9
5973.42, 6.02998, -1.5708, 13108.3
5973.52, 6.02988, -1.5708, 13107.7
5973.62, 6.02979, -1.5708, 13107.1
5973.72, 6.0297, -1.5708, 13106.5
5973.82, 6.0296, -1.5708, 13105.9
5973.92, 6.02951, -1.5708, 13105.3
5974.02, 6.02941, -1.5708, 13104.7
5974.12, 6.02932, -1.5708, 13104.1
5974.22, 6.02923, -1.5708, 13103.4
5974.32, 6.02913, -1.5708, 13102.8
5974.42, 6.02904, -1.5708, 13102.2
5974.52, 6.02895, -1.5708, 13101.6
5974.62, 6.02885, -1.5708, 13101
5974.72, 6.02876, -1.5708, 13100.4
5974.82, 6.02867, -1.5708, 13099.8
5974.92, 6.02857, -1.5708, 13099.2
5975.02, 6.02848, -1.5708, 13098.6
5975.12, 6.02839, -1.5708, 13098
5975.22, 6.02829, -1.5708, 13097.4
5975.32, 6.0282, -1.5708, 13096.8
5975.42, 6.0281, -1.5708, 13096.2
5975.52, 6.02801, -1.5708, 13095.6
5975.62, 6.02792, -1.5708, 13095
5975.72, 6.02782, -1.5708, 13094.4
5975.82, 6.02773, -1.5708, 13093.8
5975.92, 6.02764, -1.5708, 13093.2
5976.02, 6.02754, -1.5708, 13092.6
5976.12, 6.02745, -1.5708, 13092
5976.22, 6.02736, -1.5708, 13091.4
5976.32, 6.02726, -1.5708, 13090.8
5976.42, 6.02717, -1.5708, 13090.2
5976.52, 6.02708, -1.5708, 13089.6
5976.62, 6.02698, -1.5708, 13089
5976.72, 6.02689, -1.5708, 13088.4
5976.82, 6.02679, -1.5708, 13087.8
5976.92, 6.0267, -1.5708, 13087.2
5977.02, 6.02661, -1.5708, 13086.6
5977.12, 6.02651, -1.5708, 13086
5977.22, 6.02642, -1.5708, 13085.4
5977.32, 6.02633, -1.5708, 13084.8
5977.42, 6.02623, -1.5708, 13084.2
5977.52, 6.02614, -1.5708, 13083.6
5977.62, 6.02605, -1.5708, 13083
5977.72, 6.02595, -1.5708, 13082.4
5977.82, 6.02586, -1.5708, 13081.7
5977.92, 6.02577, -1.5708, 13081.1
5978.02, 6.02567, -1.5708, 13080.5
5978.12, 6.02558, -1.5708, 13079.9
5978.22, 6.02549, -1.5708, 13079.3
5978.32, 6.02539, -1.5708, 13078.7
5978.42, 6.0253, -1.5708, 13078.1
5978.52, 6.0252, -1.5708, 13077.5
5978.62, 6.02511, -1.5708, 13076.9
5978.72, 6.02502, -1.5708, 13076.3
5978.82, 6.02492, -1.5708, 13075.7
5978.92, 6.02483, -1.5708, 13075.1
5979.02, 6.02474, -1.5708, 13074.5
5979.12, 6.02464, -1.5708, 13073.9
5979.22, 6.02455, -1.5708, 13073.3
5979.32, 6.02446, -1.5708, 13072.7
5979.42, 6.02436, -1.5708, 13072.1
5979.52, 6.02427, -1.5708, 13071.5
5979.62, 6.02418, -1.5708, 13070.9
5979.72, 6.02408, -1.5708, 13070.3
5979.82, 6.02399, -1.5708, 13069.7
5979.92, 6.0239, -1.5708, 13069.1
5980.02, 6.0238, -1.5708, 13068.5
5980.12, 6.02371, -1.5708, 13067.9
5980.22, 6.02362, -1.5708, 13067.3
5980.32, 6.02352, -1.5708, 13066.7
5980.42, 6.02343, -1.5708, 13066.1
5980.52, 6.02334, -1.5708, 13065.5
5980.62, 6.02324, -1.5708, 13064.9
5980.72, 6.02315, -1.5708, 13064.3
5980.82, 6.02306, -1.5708, 13063.7
5980.92, 6.02296, -1.5708, 13063.1
5981.02, 6.02287, -1.5708, 13062.5
5981.12, 6.02277, -1.5708, 13061.9
5981.22, 6.02268, -1.5708, 13061.3
5981.32, 6.02259, -1.5708, 13060.7
5981.42, 6.02249, -1.5708, 13060.1
5981.52, 6.0224, -1.5708, 13059.5
5981.62, 6.02231, -1.5708, 13058.9
5981.72, 6.02221, -1.5708, 13058.3
5981.82, 6.02212, -1.5708, 13057.7
5981.92, 6.02203, -1.5708, 13057.1
5982.02, 6.02193, -1.5708, 13056.4
5982.12, 6.02184, -1.5708, 13055.8
5982.22, 6.02175, -1.5708, 13055.2
5982.32, 6.02165, -1.5708, 13054.6
5982.42, 6.02156, -1.5708, 13054
5982.52, 6.02147, -1.5708, 13053.4
5982.62, 6.02137, -1.5708, 13052.8
5982.72, 6.02128, -1.5708, 13052.2
5982.82, 6.02119, -1.5708, 13051.6
5982.92, 6.02109, -1.5708, 13051
5983.02, 6.021, -1.5708, 13050.4
5983.12, 6.02091, -1.5708, 13049.8
5983.22, 6.02081, -1.5708, 13049.2
5983.32, 6.02072, -1.5708, 13048.6
5983.42, 6.02063, -1.5708, 13048
5983.52, 6.02053, -1.5708, 13047.4
5983.62, 6.02044, -1.5708, 13046.8
5983.72, 6.02035, -1.5708, 13046.2
5983.82, 6.02025, -1.5708, 13045.6
5983.92, 6.02016, -1.5708, 13045
5984.02, 6.02007, -1.5708, 13044.4
5984.12, 6.01997, -1.5708, 13043.8
5984.22, 6.01988, -1.5708, 13043.2
5984.32, 6.01979, -1.5708, 13042.6
5984.42, 6.01969, -1.5708, 13042
5984.52, 6.0196, -1.5708, 13041.4
5984.62, 6.01951, -1.5708, 13040.8
5984.72, 6.01941, -1.5708, 13040.2
5984.82, 6.01932, -1.5708, 13039.6
5984.92, 6.01923, -1.5708, 13039
5985.02, 6.01913, -1.5708, 13038.4
5985.12, 6.01904, -1.5708, 13037.8
5985.22, 6.01895, -1.5708, 13037.2
5985.32, 6.01885, -1.5708, 13036.6
5985.42, 6.01876, -1.5708, 13036
5985.52, 6.01867, -1.5708, 13035.4
5985.62, 6.01857, -1.5708, 13034.8
5985.72, 6.01848, -1.5708, 13034.2
5985.82, 6.01839, -1.5708, 13033.6
5985.92, 6.01829, -1.5708, 13033
5986.02, 6.0182, -1.5708, 13032.4
5986.12, 6.01811, -1.5708, 13031.8
5986.22, 6.01801, -1.5708, 13031.2
5986.32, 6.01792, -1.5708, 13030.6
5986.42, 6.01783, -1.5708, 13030
5986.52, 6.01773, -1.5708, 13029.4
5986.62, 6.01764, -1.5708, 13028.8
5986.72, 6.01755, -1.5708, 13028.2
5986.82, 6.01745, -1.5708, 13027.6
5986.92, 6.01736, -1.5708, 13027
5987.02, 6.01727, -1.5708, 13026.4
5987.12, 6.01718, -1.5708, 13025.7
5987.22, 6.01708, -1.5708, 13025.1
5987.32, 6.01699, -1.5708, 13024.5
5987.42, 6.0169, -1.5708, 13023.9
5987.52, 6.0168, -1.5708, 13023.3
5987.62, 6.01671, -1.5708, 13022.7
5987.72, 6.01662, -1.5708, 13022.1
5987.82, 6.01652, -1.5708, 13021.5
5987.92, 6.01643, -1.5708, 13020.9
5988.02, 6.01634, -1.5708, 13020.3
5988.12, 6.01624, -1.5708, 13019.7
5988.22, 6.01615, -1.5708, 13019.1
5988.32, 6.01606, -1.5708, 13018.5
5988.42, 6.01596, -1.5708, 13017.9
5988.52, 6.01587, -1.5708, 13017.3
5988.62, 6.01578, -1.5708, 13016.7
5988.72, 6.01568, -1.5708, 13016.1
5988.82, 6.01559, -1.5708, 13015.5
5988.92, 6.0155, -1.5708, 13014.9
5989.02, 6.0154, -1.5708, 13014.3
5989.12, 6.01531, -1.5708, 13013.7
5989.22, 6.01522, -1.5708, 13013.1
5989.32, 6.01512, -1.5708, 13012.5
5989.42, 6.01503, -1.5708, 13011.9
5989.52, 6.01494, -1.5708, 13011.3
5989.62, 6.01485, -1.5708, 13010.7
5989.72, 6.01475, -1.5708, 13010.1
5989.82, 6.01466, -1.5708, 13009.5
5989.92, 6.01457, -1.5708, 13008.9
5990.02, 6.01447, -1.5708, 13008.3
5990.12, 6.01438, -1.5708, 13007.7
5990.22, 6.01429, -1.5708, 13007.1
5990.32, 6.01419, -1.5708, 13006.5
5990.42, 6.0141, -1.5708, 13005.9
5990.52, 6.01401, -1.5708, 13005.3
5990.62, 6.01391, -1.5708, 13004.7
5990.72, 6.01382, -1.5708, 13004.1
5990.82, 6.01373, -1.5708, 13003.5
5990.92, 6.01363, -1.5708, 13002.9
5991.02, 6.01354, -1.5708, 13002.3
5991.12, 6.01345, -1.5708, 13001.7
5991.22, 6.01335, -1.5708, 13001.1
5991.32, 6.01326, -1.5708, 13000.5
5991.42, 6.01317, -1.5708, 12999.9
5991.52, 6.01308, -1.5708, 12999.3
5991.62, 6.01298, -1.5708, 12998.7
5991.72, 6.01289, -1.5708, 12998.1
5991.82, 6.0128, -1.5708, 12997.5
5991.92, 6.0127, -1.5708, 12996.9
5992.02, 6.01261, -1.5708, 12996.3
5992.12, 6.01252, -1.5708, 12995.7
5992.22, 6.01242, -1.5708, 12995.1
5992.32, 6.01233, -1.5708, 12994.5
5992.42, 6.01224, -1.5708, 12993.9
5992.52, 6.01214, -1.5708, 12993.3
5992.62, 6.01205, -1.5708, 12992.7
5992.72, 6.01196, -1.5708, 12992.1
5992.82, 6.01187, -1.5708, 12991.5
5992.92, 6.01177, -1.5708, 12990.9
5993.02, 6.01168, -1.5708, 12990.3
5993.12, 6.01159, -1.5708, 12989.7
5993.22, 6.01149, -1.5708, 12989.1
5993.32, 6.0114, -1.5708, 12988.5
5993.42, 6.01131, -1.5708, 12987.9
5993.52, 6.01121, -1.5708, 12987.3
5993.62, 6.01112, -1.5708, 12986.7
5993.72, 6.01103, -1.5708, 12986.1
5993.82, 6.01093, -1.5708, 12985.5
5993.92, 6.01084, -1.5708, 12984.9
5994.02, 6.01075, -1.5708, 12984.3
5994.12, 6.01066, -1.5708, 12983.7
5994.22, 6.01056, -1.5708, 12983.1
5994.32, 6.01047, -1.5708, 12982.5
5994.42, 6.01038, -1.5708, 12981.8
5994.52, 6.01028, -1.5708, 12981.2
5994.62, 6.01019, -1.5708, 12980.6
5994.72, 6.0101, -1.5708, 12980
5994.82, 6.01, -1.5708, 12979.4
5994.92, 6.00991, -1.5708, 12978.8
5995.02, 6.00982, -1.5708, 12978.2
5995.12, 6.00973, -1.5708, 12977.6
5995.22, 6.00963, -1.5708, 12977
5995.32, 6.00954, -1.5708, 12976.4
5995.42, 6.00945, -1.5708, 12975.8
5995.52, 6.00935, -1.5708, 12975.2
5995.62, 6.00926, -1.5708, 12974.6
5995.72, 6.00917, -1.5708, 12974
5995.82, 6.00907, -1.5708, 12973.4
5995.92, 6.00898, -1.5708, 12972.8
5996.02, 6.00889, -1.5708, 12972.2
5996.12, 6.0088, -1.5708, 12971.6
5996.22, 6.0087, -1.5708, 12971
5996.32, 6.00861, -1.5708, 12970.4
5996.42, 6.00852, -1.5708, 12969.8
5996.52, 6.00842, -1.5708, 12969.2
5996.62, 6.00833, -1.5708, 12968.6
5996.72, 6.00824, -1.5708, 12968
5996.82, 6.00814, -1.5708, 12967.4
5996.92, 6.00805, -1.5708, 12966.8
5997.02, 6.00796, -1.5708, 12966.2
5997.12, 6.00787, -1.5708, 12965.6
5997.22, 6.00777, -1.5708, 12965
