t, v, gamma, h
6325.22, 5.73823, -1.5708, 16253.7
6325.32, 5.73814, -1.5708, 16253.1
6325.42, 5.73806, -1.5708, 16252.5
6325.52, 5.73797, -1.5708, 16252
6325.62, 5.73789, -1.5708, 16251.4
6325.72, 5.7378, -1.5708, 16250.8
6325.82, 5.73772, -1.5708, 16250.2
6325.92, 5.73763, -1.5708, 16249.7
6326.02, 5.73755, -1.5708, 16249.1
6326.12, 5.73746, -1.5708, 16248.5
6326.22, 5.73738, -1.5708, 16247.9
6326.32, 5.73729, -1.5708, 16247.4
6326.42, 5.73721, -1.5708, 16246.8
6326.52, 5.73712, -1.5708, 16246.2
6326.62, 5.73704, -1.5708, 16245.7
6326.72, 5.73695, -1.5708, 16245.1
6326.82, 5.73687, -1.5708, 16244.5
6326.92, 5.73678, -1.5708, 16243.9
6327.02, 5.7367, -1.5708, 16243.4
6327.12, 5.73661, -1.5708, 16242.8
6327.22, 5.73653, -1.5708, 16242.2
6327.32, 5.73645, -1.5708, 16241.6
6327.42, 5.73636, -1.5708, 16241.1
6327.52, 5.73628, -1.5708, 16240.5
6327.62, 5.73619, -1.5708, 16239.9
6327.72, 5.73611, -1.5708, 16239.3
6327.82, 5.73602, -1.5708, 16238.8
6327.92, 5.73594, -1.5708, 16238.2
6328.02, 5.73585, -1.5708, 16237.6
6328.12, 5.73577, -1.5708, 16237
6328.22, 5.73568, -1.5708, 16236.5
6328.32, 5.7356, -1.5708, 16235.9
6328.42, 5.73551, -1.5708, 16235.3
6328.52, 5.73543, -1.5708, 16234.8
6328.62, 5.73534, -1.5708, 16234.2
6328.72, 5.73526, -1.5708, 16233.6
6328.82, 5.73517, -1.5708, 16233
6328.92, 5.73509, -1.5708, 16232.5
6329.02, 5.735, -1.5708, 16231.9
6329.12, 5.73492, -1.5708, 16231.3
6329.22, 5.73484, -1.5708, 16230.7
6329.32, 5.73475, -1.5708, 16230.2
6329.42, 5.73467, -1.5708, 16229.6
6329.52, 5.73458, -1.5708, 16229
6329.62, 5.7345, -1.5708, 16228.4
6329.72, 5.73441, -1.5708, 16227.9
6329.82, 5.73433, -1.5708, 16227.3
6329.92, 5.73424, -1.5708, 16226.7
6330.02, 5.73416, -1.5708, 16226.2
6330.12, 5.73407, -1.5708, 16225.6
6330.22, 5.73399, -1.5708, 16225
6330.32, 5.7339, -1.5708, 16224.4
6330.42, 5.73382, -1.5708, 16223.9
6330.52, 5.73373, -1.5708, 16223.3
6330.62, 5.73365, -1.5708, 16222.7
6330.72, 5.73357, -1.5708, 16222.1
6330.82, 5.73348, -1.5708, 16221.6
6330.92, 5.7334, -1.5708, 16221
6331.02, 5.73331, -1.5708, 16220.4
6331.12, 5.73323, -1.5708, 16219.8
6331.22, 5.73314, -1.5708, 16219.3
6331.32, 5.73306, -1.5708, 16218.7
6331.42, 5.73297, -1.5708, 16218.1
6331.52, 5.73289, -1.5708, 16217.6
6331.62, 5.7328, -1.5708, 16217
6331.72, 5.73272, -1.5708, 16216.4
6331.82, 5.73263, -1.5708, 16215.8
6331.92, 5.73255, -1.5708, 16215.3
6332.02, 5.73247, -1.5708, 16214.7
6332.12, 5.73238, -1.5708, 16214.1
6332.22, 5.7323, -1.5708, 16213.5
6332.32, 5.73221, -1.5708, 16213
6332.42, 5.73213, -1.5708, 16212.4
6332.52, 5.73204, -1.5708, 16211.8
6332.62, 5.73196, -1.5708, 16211.2
6332.72, 5.73187, -1.5708, 16210.7
6332.82, 5.73179, -1.5708, 16210.1
6332.92, 5.7317, -1.5708, 16209.5
6333.02, 5.73162, -1.5708, 16209
6333.12, 5.73153, -1.5708, 16208.4
6333.22, 5.73145, -1.5708, 16207.8
6333.32, 5.73137, -1.5708, 16207.2
6333.42, 5.73128, -1.5708, 16206.7
6333.52, 5.7312, -1.5708, 16206.1
6333.62, 5.73111, -1.5708, 16205.5
6333.72, 5.73103, -1.5708, 16204.9
6333.82, 5.73094, -1.5708, 16204.4
6333.92, 5.73086, -1.5708, 16203.8
6334.02, 5.73077, -1.5708, 16203.2
6334.12, 5.73069, -1.5708, 16202.7
6334.22, 5.7306, -1.5708, 16202.1
6334.32, 5.73052, -1.5708, 16201.5
6334.42, 5.73043, -1.5708, 16200.9
6334.52, 5.73035, -1.5708, 16200.4
6334.62, 5.73027, -1.5708, 16199.8
6334.72, 5.73018, -1.5708, 16199.2
6334.82, 5.7301, -1.5708, 16198.6
6334.92, 5.73001, -1.5708, 16198.1
6335.02, 5.72993, -1.5708, 16197.5
6335.12, 5.72984, -1.5708, 16196.9
6335.22, 5.72976, -1.5708, 16196.3
6335.32, 5.72967, -1.5708, 16195.8
6335.42, 5.72959, -1.5708, 16195.2
6335.52, 5.7295, -1.5708, 16194.6
6335.62, 5.72942, -1.5708, 16194.1
6335.72, 5.72934, -1.5708, 16193.5
6335.82, 5.72925, -1.5708, 16192.9
6335.92, 5.72917, -1.5708, 16192.3
6336.02, 5.72908, -1.5708, 16191.8
6336.12, 5.729, -1.5708, 16191.2
6336.22, 5.72891, -1.5708, 16190.6
6336.32, 5.72883, -1.5708, 16190
6336.42, 5.72874, -1.5708, 16189.5
6336.52, 5.72866, -1.5708, 16188.9
6336.62, 5.72858, -1.5708, 16188.3
6336.72, 5.72849, -1.5708, 16187.8
6336.82, 5.72841, -1.5708, 16187.2
6336.92, 5.72832, -1.5708, 16186.6
6337.02, 5.72824, -1.5708, 16186
6337.12, 5.72815, -1.5708, 16185.5
6337.22, 5.72807, -1.5708, 16184.9
6337.32, 5.72798, -1.5708, 16184.3
6337.42, 5.7279, -1.5708, 16183.7
6337.52, 5.72781, -1.5708, 16183.2
6337.62, 5.72773, -1.5708, 16182.6
6337.72, 5.72765, -1.5708, 16182
6337.82, 5.72756, -1.5708, 16181.5
6337.92, 5.72748, -1.5708, 16180.9
6338.02, 5.72739, -1.5708, 16180.3
6338.12, 5.72731, -1.5708, 16179.7
6338.22, 5.72722, -1.5708, 16179.2
6338.32, 5.72714, -1.5708, 16178.6
6338.42, 5.72705, -1.5708, 16178
6338.52, 5.72697, -1.5708, 16177.4
6338.62, 5.72689, -1.5708, 16176.9
6338.72, 5.7268, -1.5708, 16176.3
6338.82, 5.72672, -1.5708, 16175.7
6338.92, 5.72663, -1.5708, 16175.2
6339.02, 5.72655, -1.5708, 16174.6
6339.12, 5.72646, -1.5708, 16174
6339.22, 5.72638, -1.5708, 16173.4
6339.32, 5.72629, -1.5708, 16172.9
6339.42, 5.72621, -1.5708, 16172.3
6339.52, 5.72613, -1.5708, 16171.7
6339.62, 5.72604, -1.5708, 16171.1
6339.72, 5.72596, -1.5708, 16170.6
6339.82, 5.72587, -1.5708, 16170
6339.92, 5.72579, -1.5708, 16169.4
6340.02, 5.7257, -1.5708, 16168.9
6340.12, 5.72562, -1.5708, 16168.3
6340.22, 5.72553, -1.5708, 16167.7
6340.32, 5.72545, -1.5708, 16167.1
6340.42, 5.72537, -1.5708, 16166.6
6340.52, 5.72528, -1.5708, 16166
6340.62, 5.7252, -1.5708, 16165.4
6340.72, 5.72511, -1.5708, 16164.8
6340.82, 5.72503, -1.5708, 16164.3
6340.92, 5.72494, -1.5708, 16163.7
6341.02, 5.72486, -1.5708, 16163.1
6341.12, 5.72477, -1.5708, 16162.6
6341.22, 5.72469, -1.5708, 16162
6341.32, 5.72461, -1.5708, 16161.4
6341.42, 5.72452, -1.5708, 16160.8
6341.52, 5.72444, -1.5708, 16160.3
6341.62, 5.72435, -1.5708, 16159.7
6341.72, 5.72427, -1.5708, 16159.1
6341.82, 5.72418, -1.5708, 16158.5
6341.92, 5.7241, -1.5708, 16158
6342.02, 5.72402, -1.5708, 16157.4
6342.12, 5.72393, -1.5708, 16156.8
6342.22, 5.72385, -1.5708, 16156.3
6342.32, 5.72376, -1.5708, 16155.7
6342.42, 5.72368, -1.5708, 16155.1
6342.52, 5.72359, -1.5708, 16154.5
6342.62, 5.72351, -1.5708, 16154
6342.72, 5.72342, -1.5708, 16153.4
6342.82, 5.72334, -1.5708, 16152.8
6342.92, 5.72326, -1.5708, 16152.3
6343.02, 5.72317, -1.5708, 16151.7
6343.12, 5.72309, -1.5708, 16151.1
6343.22, 5.723, -1.5708, 16150.5
6343.32, 5.72292, -1.5708, 16150
6343.42, 5.72283, -1.5708, 16149.4
6343.52, 5.72275, -1.5708, 16148.8
6343.62, 5.72267, -1.5708, 16148.2
6343.72, 5.72258, -1.5708, 16147.7
6343.82, 5.7225, -1.5708, 16147.1
6343.92, 5.72241, -1.5708, 16146.5
6344.02, 5.72233, -1.5708, 16146
6344.12, 5.72224, -1.5708, 16145.4
6344.22, 5.72216, -1.5708, 16144.8
6344.32, 5.72208, -1.5708, 16144.2
6344.42, 5.72199, -1.5708, 16143.7
6344.52, 5.72191, -1.5708, 16143.1
6344.62, 5.72182, -1.5708, 16142.5
6344.72, 5.72174, -1.5708, 16142
6344.82, 5.72165, -1.5708, 16141.4
6344.92, 5.72157, -1.5708, 16140.8
6345.02, 5.72149, -1.5708, 16140.2
6345.12, 5.7214, -1.5708, 16139.7
6345.22, 5.72132, -1.5708, 16139.1
6345.32, 5.72123, -1.5708, 16138.5
6345.42, 5.72115, -1.5708, 16137.9
6345.52, 5.72106, -1.5708, 16137.4
6345.62, 5.72098, -1.5708, 16136.8
6345.72, 5.7209, -1.5708, 16136.2
6345.82, 5.72081, -1.5708, 16135.7
6345.92, 5.72073, -1.5708, 16135.1
6346.02, 5.72064, -1.5708, 16134.5
6346.12, 5.72056, -1.5708, 16133.9
6346.22, 5.72047, -1.5708, 16133.4
6346.32, 5.72039, -1.5708, 16132.8
6346.42, 5.72031, -1.5708, 16132.2
6346.52, 5.72022, -1.5708, 16131.7
6346.62, 5.72014, -1.5708, 16131.1
6346.72, 5.72005, -1.5708, 16130.5
6346.82, 5.71997, -1.5708, 16129.9
6346.92, 5.71988, -1.5708, 16129.4
6347.02, 5.7198, -1.5708, 16128.8
6347.12, 5.71972, -1.5708, 16128.2
6347.22, 5.71963, -1.5708, 16127.7
6347.32, 5.71955, -1.5708, 16127.1
6347.42, 5.71946, -1.5708, 16126.5
6347.52, 5.71938, -1.5708, 16125.9
6347.62, 5.71929, -1.5708, 16125.4
6347.72, 5.71921, -1.5708, 16124.8
6347.82, 5.71913, -1.5708, 16124.2
6347.92, 5.71904, -1.5708, 16123.6
6348.02, 5.71896, -1.5708, 16123.1
6348.12, 5.71887, -1.5708, 16122.5
6348.22, 5.71879, -1.5708, 16121.9
6348.32, 5.7187, -1.5708, 16121.4
6348.42, 5.71862, -1.5708, 16120.8
6348.52, 5.71854, -1.5708, 16120.2
6348.62, 5.71845, -1.5708, 16119.6
6348.72, 5.71837, -1.5708, 16119.1
6348.82, 5.71828, -1.5708, 16118.5
6348.92, 5.7182, -1.5708, 16117.9
6349.02, 5.71812, -1.5708, 16117.4
6349.12, 5.71803, -1.5708, 16116.8
6349.22, 5.71795, -1.5708, 16116.2
6349.32, 5.71786, -1.5708, 16115.6
6349.42, 5.71778, -1.5708, 16115.1
6349.52, 5.71769, -1.5708, 16114.5
6349.62, 5.71761, -1.5708, 16113.9
6349.72, 5.71753, -1.5708, 16113.4
6349.82, 5.71744, -1.5708, 16112.8
6349.92, 5.71736, -1.5708, 16112.2
6350.02, 5.71727, -1.5708, 16111.6
6350.12, 5.71719, -1.5708, 16111.1
6350.22, 5.7171, -1.5708, 16110.5
6350.32, 5.71702, -1.5708, 16109.9
6350.42, 5.71694, -1.5708, 16109.4
6350.52, 5.71685, -1.5708, 16108.8
6350.62, 5.71677, -1.5708, 16108.2
6350.72, 5.71668, -1.5708, 16107.6
6350.82, 5.7166, -1.5708, 16107.1
6350.92, 5.71652, -1.5708, 16106.5
6351.02, 5.71643, -1.5708, 16105.9
6351.12, 5.71635, -1.5708, 16105.4
6351.22, 5.71626, -1.5708, 16104.8
6351.32, 5.71618, -1.5708, 16104.2
6351.42, 5.7161, -1.5708, 16103.6
6351.52, 5.71601, -1.5708, 16103.1
6351.62, 5.71593, -1.5708, 16102.5
6351.72, 5.71584, -1.5708, 16101.9
6351.82, 5.71576, -1.5708, 16101.3
6351.92, 5.71567, -1.5708, 16100.8
6352.02, 5.71559, -1.5708, 16100.2
6352.12, 5.71551, -1.5708, 16099.6
6352.22, 5.71542, -1.5708, 16099.1
6352.32, 5.71534, -1.5708, 16098.5
6352.42, 5.71525, -1.5708, 16097.9
6352.52, 5.71517, -1.5708, 16097.3
6352.62, 5.71509, -1.5708, 16096.8
6352.72, 5.715, -1.5708, 16096.2
6352.82, 5.71492, -1.5708, 16095.6
6352.92, 5.71483, -1.5708, 16095.1
6353.02, 5.71475, -1.5708, 16094.5
6353.12, 5.71467, -1.5708, 16093.9
6353.22, 5.71458, -1.5708, 16093.3
6353.32, 5.7145, -1.5708, 16092.8
6353.42, 5.71441, -1.5708, 16092.2
6353.52, 5.71433, -1.5708, 16091.6
6353.62, 5.71424, -1.5708, 16091.1
6353.72, 5.71416, -1.5708, 16090.5
6353.82, 5.71408, -1.5708, 16089.9
6353.92, 5.71399, -1.5708, 16089.3
6354.02, 5.71391, -1.5708, 16088.8
6354.12, 5.71382, -1.5708, 16088.2
6354.22, 5.71374, -1.5708, 16087.6
6354.32, 5.71366, -1.5708, 16087.1
6354.42, 5.71357, -1.5708, 16086.5
6354.52, 5.71349, -1.5708, 16085.9
6354.62, 5.7134, -1.5708, 16085.3
6354.72, 5.71332, -1.5708, 16084.8
6354.82, 5.71324, -1.5708, 16084.2
6354.92, 5.71315, -1.5708, 16083.6
6355.02, 5.71307, -1.5708, 16083.1
6355.12, 5.71298, -1.5708, 16082.5
6355.22, 5.7129, -1.5708, 16081.9
6355.32, 5.71282, -1.5708, 16081.3
6355.42, 5.71273, -1.5708, 16080.8
6355.52, 5.71265, -1.5708, 16080.2
6355.62, 5.71256, -1.5708, 16079.6
6355.72, 5.71248, -1.5708, 16079.1
6355.82, 5.7124, -1.5708, 16078.5
6355.92, 5.71231, -1.5708, 16077.9
6356.02, 5.71223, -1.5708, 16077.4
6356.12, 5.71214, -1.5708, 16076.8
6356.22, 5.71206, -1.5708, 16076.2
6356.32, 5.71198, -1.5708, 16075.6
6356.42, 5.71189, -1.5708, 16075.1
6356.52, 5.71181, -1.5708, 16074.5
6356.62, 5.71172, -1.5708, 16073.9
6356.72, 5.71164, -1.5708, 16073.4
6356.82, 5.71156, -1.5708, 16072.8
6356.92, 5.71147, -1.5708, 16072.2
6357.02, 5.71139, -1.5708, 16071.6
6357.12, 5.7113, -1.5708, 16071.1
6357.22, 5.71122, -1.5708, 16070.5
6357.32, 5.71114, -1.5708, 16069.9
6357.42, 5.71105, -1.5708, 16069.4
6357.52, 5.71097, -1.5708, 16068.8
6357.62, 5.71088, -1.5708, 16068.2
6357.72, 5.7108, -1.5708, 16067.6
6357.82, 5.71072, -1.5708, 16067.1
6357.92, 5.71063, -1.5708, 16066.5
6358.02, 5.71055, -1.5708, 16065.9
6358.12, 5.71046, -1.5708, 16065.4
6358.22, 5.71038, -1.5708, 16064.8
6358.32, 5.7103, -1.5708, 16064.2
6358.42, 5.71021, -1.5708, 16063.6
6358.52, 5.71013, -1.5708, 16063.1
6358.62, 5.71004, -1.5708, 16062.5
6358.72, 5.70996, -1.5708, 16061.9
6358.82, 5.70988, -1.5708, 16061.4
6358.92, 5.70979, -1.5708, 16060.8
6359.02, 5.70971, -1.5708, 16060.2
6359.12, 5.70962, -1.5708, 16059.6
6359.22, 5.70954, -1.5708, 16059.1
6359.32, 5.70946, -1.5708, 16058.5
6359.42, 5.70937, -1.5708, 16057.9
6359.52, 5.70929, -1.5708, 16057.4
6359.62, 5.7092, -1.5708, 16056.8
6359.72, 5.70912, -1.5708, 16056.2
6359.82, 5.70904, -1.5708, 16055.7
6359.92, 5.70895, -1.5708, 16055.1
6360.02, 5.70887, -1.5708, 16054.5
6360.12, 5.70878, -1.5708, 16053.9
6360.22, 5.7087, -1.5708, 16053.4
6360.32, 5.70862, -1.5708, 16052.8
6360.42, 5.70853, -1.5708, 16052.2
6360.52, 5.70845, -1.5708, 16051.7
6360.62, 5.70836, -1.5708, 16051.1
6360.72, 5.70828, -1.5708, 16050.5
6360.82, 5.7082, -1.5708, 16049.9
6360.92, 5.70811, -1.5708, 16049.4
6361.02, 5.70803, -1.5708, 16048.8
6361.12, 5.70795, -1.5708, 16048.2
6361.22, 5.70786, -1.5708, 16047.7
6361.32, 5.70778, -1.5708, 16047.1
6361.42, 5.70769, -1.5708, 16046.5
6361.52, 5.70761, -1.5708, 16045.9
6361.62, 5.70753, -1.5708, 16045.4
6361.72, 5.70744, -1.5708, 16044.8
6361.82, 5.70736, -1.5708, 16044.2
6361.92, 5.70727, -1.5708, 16043.7
6362.02, 5.70719, -1.5708, 16043.1
6362.12, 5.70711, -1.5708, 16042.5
6362.22, 5.70702, -1.5708, 16042
6362.32, 5.70694, -1.5708, 16041.4
6362.42, 5.70685, -1.5708, 16040.8
6362.52, 5.70677, -1.5708, 16040.2
6362.62, 5.70669, -1.5708, 16039.7
6362.72, 5.7066, -1.5708, 16039.1
6362.82, 5.70652, -1.5708, 16038.5
6362.92, 5.70644, -1.5708, 16038
6363.02, 5.70635, -1.5708, 16037.4
6363.12, 5.70627, -1.5708, 16036.8
6363.22, 5.70618, -1.5708, 16036.2
6363.32, 5.7061, -1.5708, 16035.7
6363.42, 5.70602, -1.5708, 16035.1
6363.52, 5.70593, -1.5708, 16034.5
6363.62, 5.70585, -1.5708, 16034
6363.72, 5.70576, -1.5708, 16033.4
6363.82, 5.70568, -1.5708, 16032.8
6363.92, 5.7056, -1.5708, 16032.3
6364.02, 5.70551, -1.5708, 16031.7
6364.12, 5.70543, -1.5708, 16031.1
6364.22, 5.70535, -1.5708, 16030.5
6364.32, 5.70526, -1.5708, 16030
6364.42, 5.70518, -1.5708, 16029.4
6364.52, 5.70509, -1.5708, 16028.8
6364.62, 5.70501, -1.5708, 16028.3
6364.72, 5.70493, -1.5708, 16027.7
6364.82, 5.70484, -1.5708, 16027.1
6364.92, 5.70476, -1.5708, 16026.5
6365.02, 5.70467, -1.5708, 16026
6365.12, 5.70459, -1.5708, 16025.4
6365.22, 5.70451, -1.5708, 16024.8
6365.32, 5.70442, -1.5708, 16024.3
6365.42, 5.70434, -1.5708, 16023.7
6365.52, 5.70426, -1.5708, 16023.1
6365.62, 5.70417, -1.5708, 16022.6
6365.72, 5.70409, -1.5708, 16022
6365.82, 5.704, -1.5708, 16021.4
6365.92, 5.70392, -1.5708, 16020.8
6366.02, 5.70384, -1.5708, 16020.3
6366.12, 5.70375, -1.5708, 16019.7
6366.22, 5.70367, -1.5708, 16019.1
6366.32, 5.70359, -1.5708, 16018.6
6366.42, 5.7035, -1.5708, 16018
6366.52, 5.70342, -1.5708, 16017.4
6366.62, 5.70333, -1.5708, 16016.8
6366.72, 5.70325, -1.5708, 16016.3
6366.82, 5.70317, -1.5708, 16015.7
6366.92, 5.70308, -1.5708, 16015.1
6367.02, 5.703, -1.5708, 16014.6
6367.12, 5.70292, -1.5708, 16014
6367.22, 5.70283, -1.5708, 16013.4
6367.32, 5.70275, -1.5708, 16012.9
6367.42, 5.70266, -1.5708, 16012.3
6367.52, 5.70258, -1.5708, 16011.7
6367.62, 5.7025, -1.5708, 16011.1
6367.72, 5.70241, -1.5708, 16010.6
6367.82, 5.70233, -1.5708, 16010
6367.92, 5.70225, -1.5708, 16009.4
6368.02, 5.70216, -1.5708, 16008.9
6368.12, 5.70208, -1.5708, 16008.3
6368.22, 5.70199, -1.5708, 16007.7
6368.32, 5.70191, -1.5708, 16007.2
6368.42, 5.70183, -1.5708, 16006.6
6368.52, 5.70174, -1.5708, 16006
6368.62, 5.70166, -1.5708, 16005.4
6368.72, 5.70158, -1.5708, 16004.9
6368.82, 5.70149, -1.5708, 16004.3
6368.92, 5.70141, -1.5708, 16003.7
6369.02, 5.70132, -1.5708, 16003.2
6369.12, 5.70124, -1.5708, 16002.6
6369.22, 5.70116, -1.5708, 16002
6369.32, 5.70107, -1.5708, 16001.5
6369.42, 5.70099, -1.5708, 16000.9
6369.52, 5.70091, -1.5708, 16000.3
6369.62, 5.70082, -1.5708, 15999.7
6369.72, 5.70074, -1.5708, 15999.2
6369.82, 5.70066, -1.5708, 15998.6
6369.92, 5.70057, -1.5708, 15998
6370.02, 5.70049, -1.5708, 15997.5
6370.12, 5.7004, -1.5708, 15996.9
6370.22, 5.70032, -1.5708, 15996.3
6370.32, 5.70024, -1.5708, 15995.8
6370.42, 5.70015, -1.5708, 15995.2
6370.52, 5.70007, -1.5708, 15994.6
6370.62, 5.69999, -1.5708, 15994
6370.72, 5.6999, -1.5708, 15993.5
6370.82, 5.69982, -1.5708, 15992.9
6370.92, 5.69973, -1.5708, 15992.3
6371.02, 5.69965, -1.5708, 15991.8
6371.12, 5.69957, -1.5708, 15991.2
6371.22, 5.69948, -1.5708, 15990.6
6371.32, 5.6994, -1.5708, 15990.1
6371.42, 5.69932, -1.5708, 15989.5
6371.52, 5.69923, -1.5708, 15988.9
6371.62, 5.69915, -1.5708, 15988.3
6371.72, 5.69907, -1.5708, 15987.8
6371.82, 5.69898, -1.5708, 15987.2
6371.92, 5.6989, -1.5708, 15986.6
6372.02, 5.69881, -1.5708, 15986.1
6372.12, 5.69873, -1.5708, 15985.5
6372.22, 5.69865, -1.5708, 15984.9
6372.32, 5.69856, -1.5708, 15984.4
6372.42, 5.69848, -1.5708, 15983.8
6372.52, 5.6984, -1.5708, 15983.2
6372.62, 5.69831, -1.5708, 15982.6
6372.72, 5.69823, -1.5708, 15982.1
6372.82, 5.69815, -1.5708, 15981.5
6372.92, 5.69806, -1.5708, 15980.9
6373.02, 5.69798, -1.5708, 15980.4
6373.12, 5.69789, -1.5708, 15979.8
6373.22, 5.69781, -1.5708, 15979.2
6373.32, 5.69773, -1.5708, 15978.7
6373.42, 5.69764, -1.5708, 15978.1
6373.52, 5.69756, -1.5708, 15977.5
6373.62, 5.69748, -1.5708, 15976.9
6373.72, 5.69739, -1.5708, 15976.4
6373.82, 5.69731, -1.5708, 15975.8
6373.92, 5.69723, -1.5708, 15975.2
6374.02, 5.69714, -1.5708, 15974.7
6374.12, 5.69706, -1.5708, 15974.1
6374.22, 5.69698, -1.5708, 15973.5
6374.32, 5.69689, -1.5708, 15973
6374.42, 5.69681, -1.5708, 15972.4
6374.52, 5.69672, -1.5708, 15971.8
6374.62, 5.69664, -1.5708, 15971.2
6374.72, 5.69656, -1.5708, 15970.7
6374.82, 5.69647, -1.5708, 15970.1
6374.92, 5.69639, -1.5708, 15969.5
6375.02, 5.69631, -1.5708, 15969
6375.12, 5.69622, -1.5708, 15968.4
6375.22, 5.69614, -1.5708, 15967.8
6375.32, 5.69606, -1.5708, 15967.3
6375.42, 5.69597, -1.5708, 15966.7
6375.52, 5.69589, -1.5708, 15966.1
6375.62, 5.69581, -1.5708, 15965.6
6375.72, 5.69572, -1.5708, 15965
6375.82, 5.69564, -1.5708, 15964.4
6375.92, 5.69555, -1.5708, 15963.8
6376.02, 5.69547, -1.5708, 15963.3
6376.12, 5.69539, -1.5708, 15962.7
6376.22, 5.6953, -1.5708, 15962.1
6376.32, 5.69522, -1.5708, 15961.6
6376.42, 5.69514, -1.5708, 15961
6376.52, 5.69505, -1.5708, 15960.4
6376.62, 5.69497, -1.5708, 15959.9
6376.72, 5.69489, -1.5708, 15959.3
6376.82, 5.6948, -1.5708, 15958.7
6376.92, 5.69472, -1.5708, 15958.1
6377.02, 5.69464, -1.5708, 15957.6
6377.12, 5.69455, -1.5708, 15957
6377.22, 5.69447, -1.5708, 15956.4
6377.32, 5.69439, -1.5708, 15955.9
6377.42, 5.6943, -1.5708, 15955.3
6377.52, 5.69422, -1.5708, 15954.7
6377.62, 5.69414, -1.5708, 15954.2
6377.72, 5.69405, -1.5708, 15953.6
6377.82, 5.69397, -1.5708, 15953
6377.92, 5.69388, -1.5708, 15952.5
6378.02, 5.6938, -1.5708, 15951.9
6378.12, 5.69372, -1.5708, 15951.3
6378.22, 5.69363, -1.5708, 15950.7
6378.32, 5.69355, -1.5708, 15950.2
6378.42, 5.69347, -1.5708, 15949.6
6378.52, 5.69338, -1.5708, 15949
6378.62, 5.6933, -1.5708, 15948.5
6378.72, 5.69322, -1.5708, 15947.9
6378.82, 5.69313, -1.5708, 15947.3
6378.92, 5.69305, -1.5708, 15946.8
6379.02, 5.69297, -1.5708, 15946.2
6379.12, 5.69288, -1.5708, 15945.6
6379.22, 5.6928, -1.5708, 15945.1
6379.32, 5.69272, -1.5708, 15944.5
6379.42, 5.69263, -1.5708, 15943.9
6379.52, 5.69255, -1.5708, 15943.3
6379.62, 5.69247, -1.5708, 15942.8
6379.72, 5.69238, -1.5708, 15942.2
6379.82, 5.6923, -1.5708, 15941.6
6379.92, 5.69222, -1.5708, 15941.1
6380.02, 5.69213, -1.5708, 15940.5
6380.12, 5.69205, -1.5708, 15939.9
6380.22, 5.69197, -1.5708, 15939.4
6380.32, 5.69188, -1.5708, 15938.8
6380.42, 5.6918, -1.5708, 15938.2
6380.52, 5.69171, -1.5708, 15937.7
6380.62, 5.69163, -1.5708, 15937.1
6380.72, 5.69155, -1.5708, 15936.5
6380.82, 5.69146, -1.5708, 15935.9
6380.92, 5.69138, -1.5708, 15935.4
6381.02, 5.6913, -1.5708, 15934.8
6381.12, 5.69121, -1.5708, 15934.2
6381.22, 5.69113, -1.5708, 15933.7
6381.32, 5.69105, -1.5708, 15933.1
6381.42, 5.69096, -1.5708, 15932.5
6381.52, 5.69088, -1.5708, 15932
6381.62, 5.6908, -1.5708, 15931.4
6381.72, 5.69071, -1.5708, 15930.8
6381.82, 5.69063, -1.5708, 15930.3
6381.92, 5.69055, -1.5708, 15929.7
6382.02, 5.69046, -1.5708, 15929.1
6382.12, 5.69038, -1.5708, 15928.5
6382.22, 5.6903, -1.5708, 15928
6382.32, 5.69021, -1.5708, 15927.4
6382.42, 5.69013, -1.5708, 15926.8
6382.52, 5.69005, -1.5708, 15926.3
6382.62, 5.68996, -1.5708, 15925.7
6382.72, 5.68988, -1.5708, 15925.1
6382.82, 5.6898, -1.5708, 15924.6
6382.92, 5.68971, -1.5708, 15924
6383.02, 5.68963, -1.5708, 15923.4
6383.12, 5.68955, -1.5708, 15922.9
6383.22, 5.68946, -1.5708, 15922.3
6383.32, 5.68938, -1.5708, 15921.7
6383.42, 5.6893, -1.5708, 15921.2
6383.52, 5.68921, -1.5708, 15920.6
6383.62, 5.68913, -1.5708, 15920
6383.72, 5.68905, -1.5708, 15919.4
6383.82, 5.68896, -1.5708, 15918.9
6383.92, 5.68888, -1.5708, 15918.3
6384.02, 5.6888, -1.5708, 15917.7
6384.12, 5.68871, -1.5708, 15917.2
6384.22, 5.68863, -1.5708, 15916.6
6384.32, 5.68855, -1.5708, 15916
6384.42, 5.68846, -1.5708, 15915.5
6384.52, 5.68838, -1.5708, 15914.9
6384.62, 5.6883, -1.5708, 15914.3
6384.72, 5.68821, -1.5708, 15913.8
6384.82, 5.68813, -1.5708, 15913.2
6384.92, 5.68805, -1.5708, 15912.6
6385.02, 5.68796, -1.5708, 15912
6385.12, 5.68788, -1.5708, 15911.5
6385.22, 5.6878, -1.5708, 15910.9
6385.32, 5.68771, -1.5708, 15910.3
6385.42, 5.68763, -1.5708, 15909.8
6385.52, 5.68755, -1.5708, 15909.2
6385.62, 5.68746, -1.5708, 15908.6
6385.72, 5.68738, -1.5708, 15908.1
6385.82, 5.6873, -1.5708, 15907.5
6385.92, 5.68721, -1.5708, 15906.9
6386.02, 5.68713, -1.5708, 15906.4
6386.12, 5.68705, -1.5708, 15905.8
6386.22, 5.68696, -1.5708, 15905.2
6386.32, 5.68688, -1.5708, 15904.7
